i j mu_x mu_y mu_z deltaE
8 24 -2.42634450 -1.49911680 -0.00000000 1.70860000
8 25 -0.00000000 0.00000000 -0.00021200 1.84390000
8 26 0.00000000 0.00000000 -0.00000000 1.88530000
8 27 0.00000000 0.00000000 2.41182380 1.96560000
8 28 -0.00016280 -0.00010100 0.00000000 1.99050000
8 29 -0.00706940 0.01142500 -0.00000000 2.16040000
8 30 0.00000000 0.00000000 -0.00009750 2.25200000
8 31 0.00049760 -0.00080570 0.00000000 2.31930000
8 32 -0.00079740 -0.00049070 0.00000000 2.35480000
8 33 0.00000000 0.00000000 0.03452090 2.39330000
8 34 0.00000000 0.00000000 0.03166650 2.44170000
8 35 -0.01608240 -0.00978250 -0.00000000 2.47110000
8 36 -0.00019690 -0.00012290 -0.00000000 2.56850000
8 37 -0.00000000 -0.00000000 0.00003350 2.62250000
8 38 -0.00007470 0.00012100 -0.00000000 2.62710000
8 39 0.00000000 0.00000000 0.00000000 2.69310000
8 40 -0.41367940 0.66954350 0.00000000 2.69610000
8 41 -0.30885010 0.49987530 0.00000000 2.82530000
8 42 0.00000000 -0.00000000 0.00002680 2.85370000
8 43 0.00140790 0.00086760 -0.00000000 2.93880000
8 44 0.91198950 -1.47608250 -0.00000000 3.03940000
8 45 -0.00000000 -0.00000000 -0.00002830 3.04760000
8 46 -0.00000000 0.00000000 0.00001170 3.07530000
8 47 0.00000000 0.00000000 0.00219040 3.07550000
8 48 -0.00000000 -0.00000000 -0.00000370 3.12940000
8 49 0.00000000 0.00000000 -0.00000000 3.16430000
8 50 -0.32153610 -0.19866620 -0.00000000 3.22270000
8 51 -0.08970090 -0.05542960 -0.00000000 3.22410000
8 52 -0.29174900 -0.18025340 -0.00000000 3.25300000
8 53 -0.00000000 0.00000000 -0.00000000 3.28890000
8 54 -0.00086120 0.00139340 0.00000000 3.30070000
8 55 0.00055380 -0.00089600 -0.00000000 3.37230000
8 56 -0.01363770 -0.00842320 0.00000000 3.41940000
8 57 -0.00000000 0.00000000 0.00051090 3.42720000
8 58 -0.00128170 0.00207390 -0.00000000 3.50820000
8 59 -0.00000000 -0.00000000 -0.00000000 3.59160000
8 60 0.00085580 -0.00138450 -0.00000000 3.59280000
8 61 0.00000000 0.00000000 0.01432190 3.63430000
8 62 -0.00000000 0.00000000 0.00021290 3.71920000
8 63 -0.00055950 0.00090880 0.00000000 3.80820000
8 64 0.09629660 0.05946130 -0.00000000 3.85990000
8 65 0.00000000 -0.00000000 -0.00000060 3.87940000
8 66 -0.00000000 0.00000000 -0.00000000 3.91510000
8 67 -0.08658050 0.14014420 0.00000000 3.96220000
8 68 0.00000000 -0.00000000 -0.00000140 3.96520000
8 69 0.00000000 -0.00000000 0.00000130 4.05650000
8 70 0.00096240 0.00058430 -0.00000000 4.11310000
8 71 -0.04920970 -0.03043390 -0.00000000 4.16380000
8 72 -0.05852210 0.09471450 0.00000000 4.18910000
8 73 -0.00000000 -0.00000000 -0.00001570 4.21700000
8 74 0.00000000 -0.00000000 -0.00000040 4.25260000
8 75 -0.00603300 -0.00369160 -0.00000000 4.28990000
8 76 0.00010590 -0.00017210 -0.00000000 4.29570000
8 77 0.00004120 0.00002610 0.00000000 4.29680000
8 78 0.00000000 -0.00000000 -0.00000040 4.40420000
8 79 -0.00000000 -0.00000000 0.01797490 4.40600000
8 80 -0.00000000 -0.00000000 0.00000000 4.47010000
8 81 0.00000000 -0.00000000 -0.00000000 4.55140000
8 82 -0.00425180 -0.00263860 0.00000000 4.61820000
8 83 0.00000000 0.00000000 -0.00001000 4.67000000
8 84 -0.00000000 -0.00000000 -0.03598520 4.68800000
8 85 -0.04059790 0.06579220 0.00000000 4.68860000
8 86 -0.00000000 0.00000000 -0.00093570 4.68940000
8 87 -0.01627750 -0.00963950 -0.00000000 4.68970000
8 88 0.00026490 -0.00042930 -0.00000000 4.69970000
8 89 0.00000150 0.00000090 0.00000000 4.72860000
8 90 0.00000000 0.00000000 0.15169190 4.81260000
8 91 -0.00000000 0.00000000 0.00000010 4.86340000
8 92 -0.49460390 0.80334250 0.00000000 4.87210000
8 93 0.05013260 -0.02256640 -0.00000000 4.87240000
8 94 0.00000000 -0.00000000 -0.00002650 4.94150000
8 95 -0.00000000 0.00000000 0.00000020 4.97870000
8 96 0.00011040 0.00006760 0.00000000 4.99170000
8 97 0.39480670 -0.63900200 0.00000000 5.12680000
8 98 0.00000000 0.00000000 0.00003280 5.15890000
8 99 0.00000000 0.00000000 -0.00000120 5.16220000
8 100 -0.00000000 -0.00000000 -0.00574600 5.18200000
8 101 0.00000000 0.00000000 0.00000040 5.18670000
8 102 0.13658640 -0.22104360 0.00000000 5.18940000
8 103 0.26884000 -0.43512800 0.00000000 5.20500000
8 104 0.00891090 0.00552600 -0.00000000 5.24860000
8 105 0.00000000 -0.00000000 0.00000270 5.28950000
8 106 -0.00000000 0.00000000 0.00003640 5.39170000
8 107 -0.00000000 0.00000000 0.00000900 5.47320000
8 108 0.00706700 0.00335240 -0.00000000 5.50060000
8 109 0.36975880 -0.59849180 -0.00000000 5.50090000
8 110 0.00000000 0.00000000 -0.00845080 5.51380000
8 111 -0.00000000 -0.00000000 0.00322720 5.52370000
8 112 -0.00000000 -0.00000000 0.00446490 5.57140000
8 113 -0.00004320 -0.00002690 0.00000000 5.60660000
8 114 -0.01125720 -0.00696050 -0.00000000 5.61920000
8 115 -0.00000000 0.00000000 0.00001030 5.66040000
8 116 -0.00001040 -0.00000660 -0.00000000 5.72680000
8 117 -0.00000000 -0.00000000 0.00000000 5.73510000
8 118 -0.00000000 0.00000000 0.00000090 5.75170000
8 119 -0.00000000 -0.00000000 0.00000000 5.75730000
8 120 -0.00008350 -0.00005230 -0.00000000 5.76390000
8 121 0.00000000 -0.00000000 -0.00000000 5.81020000
8 122 0.00015050 -0.00024350 -0.00000000 5.90500000
8 123 -0.00000000 -0.00000000 -0.00000600 5.92530000
8 124 -0.00019630 -0.00002570 -0.00000000 5.96490000
8 125 -0.07106380 0.11502340 -0.00000000 5.96500000
8 126 -0.16916080 0.27380720 -0.00000000 6.07480000
8 127 0.00936740 -0.01515990 0.00000000 6.07610000
8 128 -0.00001580 -0.00001000 -0.00000000 6.15800000
8 129 -0.00000000 0.00000000 -0.00100290 6.19070000
8 130 0.00000000 -0.00000000 0.01289930 6.20170000
8 131 -0.00045660 0.00073960 0.00000000 6.25100000
8 132 0.00000000 -0.00000000 -0.00003710 6.27290000
8 133 -0.25903930 0.41923280 -0.00000000 6.27840000
8 134 0.00019700 -0.00032000 0.00000000 6.44270000
8 135 0.00764930 0.00472920 0.00000000 6.45980000
8 136 -0.57084470 -0.35269350 0.00000000 6.47570000
8 137 0.00000000 0.00000000 0.00000000 6.52140000
8 138 0.00000000 0.00000000 0.00155870 6.54960000
8 139 0.00001480 -0.00002430 -0.00000000 6.55190000
8 140 -0.00000000 -0.00000000 0.01810830 6.74540000
8 141 -0.00011890 0.00019220 -0.00000000 6.74920000
8 142 0.00000720 0.00000440 -0.00000000 6.77080000
8 143 0.00000000 -0.00000000 -0.00000270 6.77310000
8 144 0.01533770 0.00947810 0.00000000 6.78600000
8 145 0.00004030 -0.00006400 -0.00000000 6.80160000
8 146 -0.00000000 0.00000000 0.00001660 6.80320000
8 147 -0.00000000 0.00000000 -0.00000000 6.85930000
8 148 0.00013410 0.00008260 0.00000000 6.86820000
8 149 0.00000000 -0.00000000 -0.00089690 6.91180000
8 150 -0.00025150 -0.00015560 -0.00000000 6.92560000
8 151 -0.00006130 -0.00003740 -0.00000000 6.93540000
8 152 0.03769800 -0.06100230 0.00000000 6.96750000
8 153 -0.00000000 0.00000000 -0.00000000 7.00990000
8 154 -0.00025990 0.00042230 0.00000000 7.04240000
8 155 0.00000000 -0.00000000 0.00000180 7.04280000
8 156 0.00214630 0.00132590 -0.00000000 7.08040000
8 157 -0.00058850 0.00111760 0.00000000 7.12430000
8 158 -0.37288420 -0.23037290 0.00000000 7.13010000
8 159 0.00000000 -0.00000000 0.00000020 7.14890000
8 160 0.00006050 -0.00008990 -0.00000000 7.18540000
8 161 0.08592480 -0.13913810 0.00000000 7.20330000
8 162 0.01159840 0.00724390 -0.00000000 7.22860000
8 163 -0.12895140 0.20860370 0.00000000 7.24940000
8 164 0.00000000 0.00000000 -0.00327890 7.27750000
8 165 -0.00000000 -0.00000000 0.00001240 7.30670000
8 166 0.22010400 -0.35627600 0.00000000 7.31690000
8 167 -0.00015370 -0.00007810 0.00000000 7.31810000
8 168 -0.00000000 -0.00000000 0.00000000 7.32610000
8 169 -0.00017600 0.00029120 0.00000000 7.37110000
8 170 0.00004050 0.00002410 0.00000000 7.39250000
8 171 0.00646950 0.00399510 0.00000000 7.40520000
8 172 -0.00083480 -0.00051490 -0.00000000 7.40540000
8 173 -0.00010430 0.00017330 0.00000000 7.41870000
8 174 0.00000000 0.00000000 0.04254030 7.45800000
8 175 0.02171190 -0.03514910 0.00000000 7.54220000
8 176 -0.00092210 -0.00057570 0.00000000 7.56550000
8 177 -0.00000000 0.00000000 0.00000010 7.58110000
8 178 -0.00004210 0.00006770 -0.00000000 7.65450000
8 179 0.00000000 0.00000000 0.00270100 7.71150000
8 180 -0.00000000 -0.00000000 0.00000000 7.75050000
8 181 -0.01410140 -0.00872040 0.00000000 7.75810000
8 182 -0.00000000 0.00000000 -0.00000450 7.76850000
8 183 -0.01404100 0.02271860 0.00000000 7.80880000
8 184 0.00001610 -0.00002330 0.00000000 7.85100000
8 185 -0.00000000 -0.00000000 -0.00118000 7.86080000
8 186 0.00002130 -0.00002750 0.00000000 7.91060000
8 187 -0.00000000 -0.00000000 -0.00000000 7.91880000
8 188 -0.00000000 0.00000000 -0.00000050 7.93600000
8 189 -0.01468960 -0.00906990 0.00000000 7.93880000
8 190 -0.00000000 -0.00000000 -0.00590990 7.99210000
8 191 0.00001390 -0.00002070 0.00000000 8.00730000
8 192 0.00000000 0.00000000 -0.00002750 8.04580000
8 193 0.00842270 -0.01364260 0.00000000 8.07420000
8 194 0.06921810 0.04275100 -0.00000000 8.09090000
8 195 0.00000000 -0.00000000 0.00000230 8.09320000
8 196 -0.00016750 0.00026050 -0.00000000 8.10110000
8 197 0.00010390 0.00006440 0.00000000 8.11050000
8 198 -0.00000000 -0.00000000 0.00000000 8.11520000
8 199 0.00000000 -0.00000000 -0.00000820 8.12590000
8 200 -0.00001270 0.00001970 -0.00000000 8.16480000
9 9 -0.00212530 -0.00130820 0.00000000 0.00000000
9 10 0.00000000 -0.00000000 0.00000680 0.10400000
9 11 -2.79478400 4.52335590 -0.00000000 0.39360000
9 12 -0.00000000 -0.00000000 -0.00010200 0.49170000
9 13 0.00000000 -0.00000000 0.00000000 0.62910000
9 14 -0.00000000 0.00000000 0.00015390 0.80300000
9 15 0.69226950 0.42771720 0.00000000 0.82140000
9 16 -0.05872960 0.09557070 0.00000000 0.82750000
9 17 0.00000000 -0.00000000 -1.22755930 0.86870000
9 18 3.17332550 1.96063340 0.00000000 0.89760000
9 19 0.00000000 -0.00000000 0.00000960 1.09550000
9 20 0.00009580 -0.00015660 -0.00000000 1.25610000
9 21 0.00091750 0.00056710 0.00000000 1.28680000
9 22 0.00000680 -0.00001060 0.00000000 1.32040000
9 23 0.00000000 -0.00000000 0.00000000 1.36200000
9 24 0.00000000 0.00000000 0.00027140 1.41020000
9 25 -0.00012210 0.00019610 -0.00000000 1.54550000
9 26 -0.04473880 0.07241090 -0.00000000 1.58690000
9 27 0.00000190 0.00000110 -0.00000000 1.66720000
9 28 0.00000000 -0.00000000 -2.66243230 1.69210000
9 29 -0.00000000 0.00000000 -0.00000010 1.86200000
9 30 -0.12044400 -0.07441510 0.00000000 1.95360000
9 31 0.00000000 -0.00000000 -0.00016730 2.02090000
9 32 0.00000000 -0.00000000 -0.35292600 2.05640000
9 33 -0.00104020 -0.00064310 -0.00000000 2.09490000
9 34 -0.00043960 -0.00027180 -0.00000000 2.14330000
9 35 -0.00000000 0.00000000 -0.00050580 2.17270000
9 36 0.00000000 -0.00000000 -0.07925260 2.27010000
9 37 0.00001420 -0.00002310 0.00000000 2.32410000
9 38 0.00000000 -0.00000000 -0.00004130 2.32870000
9 39 0.05766790 -0.09333530 -0.00000000 2.39470000
9 40 -0.00000000 0.00000000 -0.00000030 2.39770000
9 41 0.00000000 -0.00000000 0.00000020 2.52690000
9 42 -0.00000150 0.00000240 -0.00000000 2.55530000
9 43 -0.00000000 -0.00000000 -0.04944040 2.64040000
9 44 -0.00000000 0.00000000 -0.00000000 2.74100000
9 45 -0.10830180 -0.06698690 0.00000000 2.74920000
9 46 -0.00001880 0.00003070 0.00000000 2.77690000
9 47 -0.00004830 -0.00002980 0.00000000 2.77710000
9 48 0.00024950 -0.00040380 0.00000000 2.83100000
9 49 -0.17525640 0.28357970 0.00000000 2.86590000
9 50 0.00000000 -0.00000000 -0.00587470 2.92430000
9 51 0.00000000 -0.00000000 0.01928210 2.92570000
9 52 -0.00000000 0.00000000 0.00058800 2.95460000
9 53 -0.02384730 0.03858790 0.00000000 2.99050000
9 54 0.00000000 -0.00000000 0.00013320 3.00230000
9 55 0.00000000 -0.00000000 0.00009090 3.07390000
9 56 0.00000000 0.00000000 0.00011830 3.12100000
9 57 -0.00576150 -0.00356110 0.00000000 3.12880000
9 58 0.00000000 -0.00000000 0.00000030 3.20980000
9 59 0.51900960 -0.84005770 0.00000000 3.29320000
9 60 0.00000000 0.00000000 -0.00004340 3.29440000
9 61 0.00088790 0.00054860 -0.00000000 3.33590000
9 62 0.00438370 0.00270450 0.00000000 3.42080000
9 63 -0.00000000 -0.00000000 0.00000020 3.50980000
9 64 -0.00000000 0.00000000 -0.00000330 3.56150000
9 65 0.00039810 -0.00064490 -0.00000000 3.58100000
9 66 -0.02976100 0.04789390 0.00000000 3.61670000
9 67 -0.00000000 -0.00000000 -0.00000000 3.66380000
9 68 0.00001670 -0.00002720 -0.00000000 3.66680000
9 69 0.00036640 -0.00059350 -0.00000000 3.75810000
9 70 0.00000000 -0.00000000 -0.00034880 3.81470000
9 71 -0.00000000 0.00000000 0.00001130 3.86540000
9 72 -0.00000000 -0.00000000 0.00000000 3.89070000
9 73 0.20696550 0.12796640 -0.00000000 3.91860000
9 74 0.01337270 0.00840260 -0.00000000 3.95420000
9 75 0.00000000 0.00000000 -0.00000240 3.99150000
9 76 -0.00000000 -0.00000000 0.00010140 3.99730000
9 77 -0.00000000 0.00000000 0.07382130 3.99840000
9 78 0.52930930 -0.85669510 0.00000000 4.10580000
9 79 0.00005160 -0.00004290 0.00000000 4.10760000
9 80 0.67369310 -1.09040370 -0.00000000 4.17170000
9 81 -0.01593850 0.02580110 0.00000000 4.25300000
9 82 0.00000000 0.00000000 -0.00004870 4.31980000
9 83 -0.00014580 0.00023630 0.00000000 4.37160000
9 84 0.00011390 0.00007060 0.00000000 4.38960000
9 85 0.00000000 -0.00000000 0.00000010 4.39020000
9 86 -0.00627760 -0.00387590 -0.00000000 4.39100000
9 87 0.00000000 -0.00000000 -0.00004160 4.39130000
9 88 0.00000000 0.00000000 0.00000080 4.40130000
9 89 -0.00000000 -0.00000000 0.03890190 4.43020000
9 90 0.00004150 0.00002540 0.00000000 4.51420000
9 91 -0.00856840 0.01386510 -0.00000000 4.56500000
9 92 -0.00000000 0.00000000 0.00000150 4.57370000
9 93 -0.00000000 -0.00000000 -0.00012270 4.57400000
9 94 0.00134760 0.00083080 0.00000000 4.64310000
9 95 0.02604840 -0.04216070 -0.00000000 4.68030000
9 96 0.00000000 0.00000000 0.03814020 4.69330000
9 97 -0.00000000 0.00000000 0.00000000 4.82840000
9 98 -0.02608130 -0.01611500 0.00000000 4.86050000
9 99 0.00003700 -0.00005820 0.00000000 4.86380000
9 100 -0.00007920 -0.00004910 -0.00000000 4.88360000
9 101 0.00010750 -0.00017420 0.00000000 4.88830000
9 102 0.00000000 0.00000000 0.00000000 4.89100000
9 103 -0.00000000 0.00000000 0.00000000 4.90660000
9 104 -0.00000000 -0.00000000 0.00005260 4.95020000
9 105 0.00001010 -0.00001630 0.00000000 4.99110000
9 106 -0.00196250 -0.00119850 0.00000000 5.09330000
9 107 0.03401350 0.02102610 -0.00000000 5.17480000
9 108 -0.00000000 0.00000000 0.00005490 5.20220000
9 109 -0.00000000 0.00000000 -0.00000000 5.20250000
9 110 0.00055070 0.00034080 0.00000000 5.21540000
9 111 0.00010200 0.00006310 0.00000000 5.22530000
9 112 0.00062010 0.00038410 0.00000000 5.27300000
9 113 -0.00000000 0.00000000 0.01675540 5.30820000
9 114 0.00000000 0.00000000 -0.00005050 5.32080000
9 115 -0.00370930 -0.00229910 0.00000000 5.36200000
9 116 0.00000000 0.00000000 0.37994330 5.42840000
9 117 0.03941840 -0.06380410 -0.00000000 5.43670000
9 118 0.00010690 -0.00017300 0.00000000 5.45330000
9 119 -0.01940490 0.03140430 -0.00000000 5.45890000
9 120 -0.00000000 -0.00000000 -0.10829730 5.46550000
9 121 -0.00115570 0.00187520 0.00000000 5.51180000
9 122 -0.00000000 0.00000000 -0.00000040 5.60660000
9 123 -0.00005110 0.00008290 -0.00000000 5.62690000
9 124 0.00000000 0.00000000 0.06229290 5.66650000
9 125 0.00000000 -0.00000000 -0.00001570 5.66660000
9 126 0.00000000 -0.00000000 -0.00000010 5.77640000
9 127 0.00000000 -0.00000000 -0.00000030 5.77770000
9 128 0.00000000 0.00000000 0.00577060 5.85960000
9 129 0.00000320 0.00000190 0.00000000 5.89230000
9 130 -0.00006650 -0.00004110 -0.00000000 5.90330000
9 131 0.00000000 0.00000000 0.00000100 5.95260000
9 132 0.00000630 -0.00001010 0.00000000 5.97450000
9 133 0.00000000 -0.00000000 0.00000010 5.98000000
9 134 0.00000000 0.00000000 -0.00000340 6.14430000
9 135 -0.00000000 -0.00000000 -0.03953380 6.16140000
9 136 0.00000000 -0.00000000 -0.00056210 6.17730000
9 137 -0.00748650 0.01211370 0.00000000 6.22300000
9 138 -0.00002760 -0.00001690 0.00000000 6.25120000
9 139 0.00000000 -0.00000000 -0.00000760 6.25350000
9 140 -0.00042670 -0.00026300 0.00000000 6.44700000
9 141 0.00000000 0.00000000 -0.00000450 6.45080000
9 142 0.00000000 -0.00000000 -0.02949740 6.47240000
9 143 0.01395570 0.00863230 -0.00000000 6.47470000
9 144 0.00000000 0.00000000 0.00001840 6.48760000
9 145 -0.00000000 -0.00000000 0.00002490 6.50320000
9 146 -0.00001180 0.00001890 0.00000000 6.50480000
9 147 0.13249900 -0.21444710 -0.00000000 6.56090000
9 148 0.00000000 0.00000000 -0.05853630 6.56980000
9 149 -0.00011150 -0.00008040 -0.00000000 6.61340000
9 150 -0.00000000 -0.00000000 0.06417940 6.62720000
9 151 0.00000000 -0.00000000 0.06466460 6.63700000
9 152 -0.00000000 0.00000000 0.00000000 6.66910000
9 153 0.05019110 -0.08124240 -0.00000000 6.71150000
9 154 0.00000000 0.00000000 0.00000110 6.74400000
9 155 0.00003050 -0.00004950 0.00000000 6.74440000
9 156 0.00000000 0.00000000 -0.02093140 6.78200000
9 157 -0.00000000 0.00000000 -0.00000050 6.82590000
9 158 -0.00000000 0.00000000 -0.00023620 6.83170000
9 159 -0.00009820 0.00015880 -0.00000000 6.85050000
9 160 -0.00000000 0.00000000 0.00000150 6.88700000
9 161 0.00000000 -0.00000000 0.00000060 6.90490000
9 162 0.00000000 -0.00000000 -0.00036240 6.93020000
9 163 0.00000000 0.00000000 -0.00000000 6.95100000
9 164 -0.00008690 -0.00005390 0.00000000 6.97910000
9 165 0.15882260 0.09814670 -0.00000000 7.00830000
9 166 -0.00000000 0.00000000 -0.00000030 7.01850000
9 167 -0.00000000 -0.00000000 -0.04851400 7.01970000
9 168 -0.00605500 0.00982920 0.00000000 7.02770000
9 169 -0.00000000 0.00000000 -0.00000380 7.07270000
9 170 0.00000000 0.00000000 -0.02468340 7.09410000
9 171 -0.00000000 0.00000000 0.00182960 7.10680000
9 172 -0.00000000 -0.00000000 0.01421740 7.10700000
9 173 -0.00000000 0.00000000 0.00000020 7.12030000
9 174 0.00000850 0.00000500 -0.00000000 7.15960000
9 175 -0.00000000 -0.00000000 0.00000000 7.24380000
9 176 0.00000000 0.00000000 0.04388600 7.26710000
9 177 0.00001650 -0.00002690 0.00000000 7.28270000
9 178 0.00000000 0.00000000 0.00000030 7.35610000
9 179 -0.00011070 -0.00006840 -0.00000000 7.41310000
9 180 0.03982490 -0.06446410 -0.00000000 7.45210000
9 181 -0.00000000 -0.00000000 -0.00004580 7.45970000
9 182 -0.00563670 -0.00348090 -0.00000000 7.47010000
9 183 0.00000000 0.00000000 -0.00000010 7.51040000
9 184 0.00000000 -0.00000000 -0.00000010 7.55260000
9 185 0.00015150 0.00009810 0.00000000 7.56240000
9 186 -0.00000000 0.00000000 -0.00000080 7.61220000
9 187 0.15996650 -0.25890870 -0.00000000 7.62040000
9 188 0.00287160 -0.00464850 0.00000000 7.63760000
9 189 -0.00000000 -0.00000000 -0.00005540 7.64040000
9 190 -0.00000560 -0.00000370 -0.00000000 7.69370000
9 191 0.00000000 -0.00000000 0.00000020 7.70890000
9 192 0.02803040 0.01729910 -0.00000000 7.74740000
9 193 -0.00000000 0.00000000 -0.00000000 7.77580000
9 194 0.00000000 -0.00000000 -0.00002340 7.79250000
9 195 0.05628500 0.03475900 -0.00000000 7.79480000
9 196 0.00000000 -0.00000000 0.00000090 7.80270000
9 197 0.00000000 0.00000000 0.05490110 7.81210000
9 198 -0.01304470 0.02110680 0.00000000 7.81680000
9 199 0.00656950 0.00405140 -0.00000000 7.82750000
9 200 0.00000000 -0.00000000 0.00000100 7.86640000
10 10 0.00280920 0.00173300 0.00000000 0.00000000
10 11 -0.00000000 -0.00000000 0.00006930 0.28960000
10 12 2.59937220 -4.20709190 0.00000000 0.38770000
10 13 -0.27545760 -0.17039390 -0.00000000 0.52510000
10 14 0.00006190 0.00003910 -0.00000000 0.69900000
10 15 0.00000000 0.00000000 -0.00000080 0.71740000
10 16 -0.00000000 0.00000000 -0.00200870 0.72350000
10 17 -0.00026290 0.00042420 0.00000000 0.76470000
10 18 0.00000000 -0.00000000 0.00000060 0.79360000
10 19 -0.00092890 -0.00057300 -0.00000000 0.99150000
10 20 0.00000000 0.00000000 -0.14069870 1.15210000
10 21 -0.00000000 0.00000000 0.00109300 1.18280000
10 22 -0.00000000 -0.00000000 -2.03135060 1.21640000
10 23 -2.07437580 -1.28161510 0.00000000 1.25800000
10 24 0.00096900 -0.00149250 0.00000000 1.30620000
10 25 0.00000000 0.00000000 0.19849390 1.44150000
10 26 0.00000000 0.00000000 -0.00024070 1.48290000
10 27 -0.00000000 0.00000000 0.00004860 1.56320000
10 28 0.00007010 -0.00011300 0.00000000 1.58810000
10 29 -2.31690020 -1.43148050 -0.00000000 1.75800000
10 30 -0.00000000 0.00000000 0.00000000 1.84960000
10 31 0.00349190 0.00215730 0.00000000 1.91690000
10 32 0.00036710 -0.00059230 -0.00000000 1.95240000
10 33 -0.00000000 0.00000000 -0.00004320 1.99090000
10 34 -0.00000000 0.00000000 -0.00002470 2.03930000
10 35 -0.16083120 0.26067770 0.00000000 2.06870000
10 36 -0.00011980 0.00019340 0.00000000 2.16610000
10 37 0.00000000 0.00000000 1.57448570 2.22010000
10 38 -0.00035720 -0.00022040 -0.00000000 2.22470000
10 39 0.00000000 0.00000000 -0.00044760 2.29070000
10 40 0.51355740 0.31717000 0.00000000 2.29370000
10 41 0.50404620 0.31146760 0.00000000 2.42290000
10 42 0.00000000 0.00000000 0.40644810 2.45130000
10 43 -0.00098620 0.00159430 0.00000000 2.53640000
10 44 -1.10430870 -0.68228590 -0.00000000 2.63700000
10 45 -0.00000000 -0.00000000 -0.00000010 2.64520000
10 46 -0.00000000 -0.00000000 -0.32624120 2.67290000
10 47 0.00000000 -0.00000000 0.00081270 2.67310000
10 48 -0.00000000 -0.00000000 -0.24408880 2.72700000
10 49 -0.00000000 0.00000000 -0.00008370 2.76190000
10 50 0.35750310 -0.57864230 -0.00000000 2.82030000
10 51 0.09832670 -0.15913160 0.00000000 2.82170000
10 52 0.50662290 -0.81999680 0.00000000 2.85060000
10 53 0.00000000 -0.00000000 0.00025450 2.88650000
10 54 0.00045600 0.00028150 -0.00000000 2.89830000
10 55 -0.00007980 -0.00005010 -0.00000000 2.96990000
10 56 0.02657090 -0.04301470 0.00000000 3.01700000
10 57 0.00000000 0.00000000 0.00000030 3.02480000
10 58 -0.00050320 -0.00031060 0.00000000 3.10580000
10 59 0.00000000 0.00000000 -0.00006400 3.18920000
10 60 -0.00050060 -0.00030900 0.00000000 3.19040000
10 61 0.00000000 0.00000000 -0.00000400 3.23190000
10 62 0.00000000 0.00000000 0.00000020 3.31680000
10 63 -0.00000280 -0.00000160 -0.00000000 3.40580000
10 64 0.20767410 -0.33618280 -0.00000000 3.45750000
10 65 0.00000000 0.00000000 -0.02081300 3.47700000
10 66 -0.00000000 0.00000000 -0.00018860 3.51270000
10 67 -0.13307660 -0.08219770 0.00000000 3.55980000
10 68 0.00000000 0.00000000 -0.01844170 3.56280000
10 69 0.00000000 0.00000000 0.00914670 3.65410000
10 70 0.00332640 -0.00536410 -0.00000000 3.71070000
10 71 0.13870710 -0.22443810 -0.00000000 3.76140000
10 72 -0.29085220 -0.17974480 -0.00000000 3.78670000
10 73 0.00000000 0.00000000 -0.00000000 3.81460000
10 74 0.00000000 0.00000000 -0.00000030 3.85020000
10 75 -0.08479620 0.13714280 -0.00000000 3.88750000
10 76 0.00000270 0.00000410 0.00000000 3.89330000
10 77 -0.00019310 0.00031500 -0.00000000 3.89440000
10 78 -0.00000000 0.00000000 -0.00002730 4.00180000
10 79 0.00000000 0.00000000 0.00000020 4.00360000
10 80 0.00000000 -0.00000000 0.00010730 4.06770000
10 81 -0.00000000 0.00000000 -0.00000640 4.14900000
10 82 0.03332010 -0.05391410 -0.00000000 4.21580000
10 83 0.00000000 0.00000000 -0.06098820 4.26760000
10 84 0.00000000 0.00000000 0.00000800 4.28560000
10 85 -0.10169540 -0.06294230 0.00000000 4.28620000
10 86 -0.00000000 0.00000000 0.00000020 4.28700000
10 87 -0.00899110 0.01348140 -0.00000000 4.28730000
10 88 0.00065140 0.00040190 0.00000000 4.29730000
10 89 0.00031310 -0.00050700 0.00000000 4.32620000
10 90 0.00000000 -0.00000000 0.00000100 4.41020000
10 91 0.00000000 -0.00000000 0.00010370 4.46100000
10 92 -1.06762760 -0.65882250 0.00000000 4.46970000
10 93 0.04408640 0.04417920 0.00000000 4.47000000
10 94 -0.00000000 -0.00000000 0.00000000 4.53910000
10 95 0.00000000 -0.00000000 0.00035200 4.57630000
10 96 -0.00003840 0.00006480 -0.00000000 4.58930000
10 97 -0.24926650 -0.15401100 -0.00000000 4.72440000
10 98 0.00000000 -0.00000000 0.00000080 4.75650000
10 99 -0.00000000 -0.00000000 0.00171730 4.75980000
10 100 -0.00000000 0.00000000 -0.00004480 4.77960000
10 101 0.00000000 -0.00000000 0.01469250 4.78430000
10 102 -0.11563680 -0.07144700 -0.00000000 4.78700000
10 103 0.00879640 0.00543800 0.00000000 4.80260000
10 104 -0.06015660 0.09761040 0.00000000 4.84620000
10 105 -0.00000000 0.00000000 0.14344530 4.88710000
10 106 -0.00000000 0.00000000 -0.00000030 4.98930000
10 107 0.00000000 0.00000000 -0.00000010 5.07080000
10 108 -0.37546060 0.60861160 -0.00000000 5.09820000
10 109 0.27871670 0.17106730 -0.00000000 5.09850000
10 110 0.00000000 -0.00000000 -0.00000080 5.11140000
10 111 0.00000000 -0.00000000 -0.00000710 5.12130000
10 112 -0.00000000 0.00000000 -0.00000490 5.16900000
10 113 0.00056590 -0.00091510 0.00000000 5.20420000
10 114 0.52308330 -0.84660150 -0.00000000 5.21680000
