i j mu_x mu_y mu_z deltaE
51 84 0.00000000 0.00000000 0.02255990 1.46390000
51 85 -0.07900410 0.12899010 -0.00000000 1.46450000
51 86 0.00000000 0.00000000 -0.01486590 1.46530000
51 87 -0.12669000 -0.07745950 0.00000000 1.46560000
51 88 0.01942660 -0.03144160 0.00000000 1.47560000
51 89 0.00991220 0.00612280 0.00000000 1.50450000
51 90 0.00000000 -0.00000000 -0.00115890 1.58850000
51 91 0.00000000 -0.00000000 0.00000060 1.63930000
51 92 -0.58518000 0.75944870 -0.00000000 1.64800000
51 93 -1.71628530 -1.11507740 0.00000000 1.64830000
51 94 -0.00000000 -0.00000000 -0.05376340 1.71740000
51 95 0.00000000 -0.00000000 0.00000720 1.75460000
51 96 -0.41156180 -0.25428370 -0.00000000 1.76760000
51 97 -0.16511590 0.26728550 -0.00000000 1.90270000
51 98 -0.00000000 0.00000000 0.00436100 1.93480000
51 99 -0.00000000 0.00000000 -0.00004950 1.93810000
51 100 0.00000000 0.00000000 0.11135430 1.95790000
51 101 0.00000000 -0.00000000 -0.00001820 1.96260000
51 102 0.04686490 -0.07499930 -0.00000000 1.96530000
51 103 0.11250460 -0.18258520 0.00000000 1.98090000
51 104 1.85905100 1.14810170 0.00000000 2.02450000
51 105 0.00000000 0.00000000 0.00001720 2.06540000
51 106 0.00000000 0.00000000 -0.01479900 2.16760000
51 107 0.00000000 0.00000000 -0.00067520 2.24910000
51 108 0.08668770 0.05301900 0.00000000 2.27650000
51 109 0.15456180 -0.25017910 0.00000000 2.27680000
51 110 -0.00000000 -0.00000000 0.00795660 2.28970000
51 111 0.00000000 0.00000000 -0.01436110 2.29960000
51 112 0.00000000 0.00000000 0.00922150 2.34730000
51 113 0.05249260 0.03244260 -0.00000000 2.38250000
51 114 -0.01699450 -0.01054610 0.00000000 2.39510000
51 115 -0.00000000 -0.00000000 -0.06030890 2.43630000
51 116 -0.07760850 -0.04793900 0.00000000 2.50270000
51 117 -0.00000000 0.00000000 -0.00000680 2.51100000
51 118 0.00000000 -0.00000000 -0.00001030 2.52760000
51 119 -0.00000000 0.00000000 0.00000620 2.53320000
51 120 0.03635390 0.02245620 0.00000000 2.53980000
51 121 0.00000000 -0.00000000 0.00000530 2.58610000
51 122 0.01063300 -0.01721220 0.00000000 2.68090000
51 123 -0.00000000 -0.00000000 0.00003490 2.70120000
51 124 0.01565730 0.00973230 0.00000000 2.74080000
51 125 -0.06091610 0.09912620 -0.00000000 2.74090000
51 126 0.13769560 -0.22316330 -0.00000000 2.85070000
51 127 -0.01085910 0.01761080 -0.00000000 2.85200000
51 128 0.02042870 0.01262270 0.00000000 2.93390000
51 129 -0.00000000 -0.00000000 -0.00176710 2.96660000
51 130 -0.00000000 0.00000000 0.01809620 2.97760000
51 131 -0.01915120 0.03098280 -0.00000000 3.02690000
51 132 -0.00000000 -0.00000000 0.00018060 3.04880000
51 133 0.61911030 -1.00203650 0.00000000 3.05430000
51 134 0.06245890 -0.10101780 0.00000000 3.21860000
51 135 -0.22378780 -0.13830120 -0.00000000 3.23570000
51 136 -0.02640890 -0.01629910 -0.00000000 3.25160000
51 137 0.00000000 -0.00000000 -0.00000960 3.29730000
51 138 -0.00000000 -0.00000000 0.00459590 3.32550000
51 139 0.03029760 -0.04901190 0.00000000 3.32780000
51 140 0.00000000 0.00000000 -0.01028060 3.52130000
51 141 -0.00731290 0.01183230 0.00000000 3.52510000
51 142 0.05496030 0.03388280 0.00000000 3.54670000
51 143 -0.00000000 -0.00000000 -0.01478570 3.54900000
51 144 -0.03004980 -0.01853900 -0.00000000 3.56190000
51 145 -0.02482220 0.04021200 0.00000000 3.57750000
51 146 0.00000000 -0.00000000 0.00009120 3.57910000
51 147 -0.00000000 -0.00000000 0.00000440 3.63520000
51 148 -0.05315420 -0.03281790 -0.00000000 3.64410000
51 149 0.00000000 0.00000000 0.00229930 3.68770000
51 150 -0.00435240 -0.00269050 0.00000000 3.70150000
51 151 0.00888210 0.00548460 0.00000000 3.71130000
51 152 -0.08886050 0.14381540 -0.00000000 3.74340000
51 153 -0.00000000 -0.00000000 0.00000140 3.78580000
51 154 0.00366950 -0.00602270 -0.00000000 3.81830000
51 155 0.00000000 0.00000000 -0.00013840 3.81870000
51 156 -0.30759640 -0.19007520 0.00000000 3.85630000
51 157 -0.01267160 0.02063050 -0.00000000 3.90020000
51 158 -0.48156760 -0.29736610 -0.00000000 3.90600000
51 159 -0.00000000 0.00000000 0.00008520 3.92480000
51 160 -0.21276950 0.34431580 0.00000000 3.96130000
51 161 -0.18008730 0.29137690 -0.00000000 3.97920000
51 162 -0.00582660 -0.00368160 0.00000000 4.00450000
51 163 -0.27234280 0.44056640 -0.00000000 4.02530000
51 164 0.00000000 -0.00000000 0.00503670 4.05340000
51 165 -0.00000000 -0.00000000 -0.06828740 4.08260000
51 166 -0.11329910 0.18329180 -0.00000000 4.09280000
51 167 -0.03947580 -0.02439930 -0.00000000 4.09400000
51 168 -0.00000000 0.00000000 -0.00000660 4.10200000
51 169 0.07377270 -0.11937660 -0.00000000 4.14700000
51 170 0.03465360 0.02150680 -0.00000000 4.16840000
51 171 -0.01564690 -0.00961760 -0.00000000 4.18110000
51 172 -0.04611220 -0.02839530 -0.00000000 4.18130000
51 173 0.07022150 -0.11366080 -0.00000000 4.19460000
51 174 -0.00000000 -0.00000000 -0.01101140 4.23390000
51 175 0.00128420 -0.00205890 -0.00000000 4.31810000
51 176 0.01504590 0.00929590 0.00000000 4.34140000
51 177 0.00000000 0.00000000 0.00002010 4.35700000
51 178 -0.06119780 0.09904100 0.00000000 4.43040000
51 179 -0.00000000 -0.00000000 0.01503450 4.48740000
51 180 -0.00000000 -0.00000000 -0.00000020 4.52640000
51 181 -0.00319000 -0.00197550 -0.00000000 4.53400000
51 182 -0.00000000 -0.00000000 0.00401190 4.54440000
51 183 0.03795120 -0.06147150 -0.00000000 4.58470000
51 184 0.15551160 -0.25170210 -0.00000000 4.62690000
51 185 0.00000000 0.00000000 -0.00222800 4.63670000
51 186 0.07050490 -0.11411450 -0.00000000 4.68650000
51 187 -0.00000000 -0.00000000 -0.00000150 4.69470000
51 188 0.00000000 0.00000000 0.00002690 4.71190000
51 189 0.08440330 0.05215140 -0.00000000 4.71470000
51 190 0.00000000 0.00000000 0.16352130 4.76800000
51 191 -0.02543630 0.04118720 -0.00000000 4.78320000
51 192 -0.00000000 -0.00000000 0.05252850 4.82170000
51 193 -0.20730700 0.33554280 -0.00000000 4.85010000
51 194 0.12966030 0.08017730 0.00000000 4.86680000
51 195 -0.00000000 -0.00000000 0.00183670 4.86910000
51 196 0.09137480 -0.14794590 0.00000000 4.87700000
51 197 -0.00020980 -0.00011850 -0.00000000 4.88640000
51 198 0.00000000 0.00000000 -0.00000990 4.89110000
51 199 0.00000000 0.00000000 -0.01268160 4.90180000
51 200 0.03218740 -0.05211830 0.00000000 4.94070000
52 52 0.01534100 0.00947340 0.00000000 0.00000000
52 53 0.00000000 -0.00000000 -0.00000940 0.03590000
52 54 0.42790520 -0.69258920 0.00000000 0.04770000
52 55 -0.50286930 0.81406010 -0.00000000 0.11930000
52 56 -0.00139320 -0.00086010 -0.00000000 0.16640000
52 57 0.00000000 0.00000000 -0.01137770 0.17420000
52 58 1.60635710 -2.59985890 0.00000000 0.25520000
52 59 -0.00000000 0.00000000 0.00002270 0.33860000
52 60 -0.73265570 1.18584080 -0.00000000 0.33980000
52 61 0.00000000 0.00000000 -0.00048700 0.38130000
52 62 0.00000000 0.00000000 -0.08269560 0.46620000
52 63 -0.06931580 0.11222440 -0.00000000 0.55520000
52 64 -0.00906140 -0.00560610 -0.00000000 0.60690000
52 65 0.00000000 0.00000000 -0.00000010 0.62640000
52 66 -0.00000000 -0.00000000 -0.00020760 0.66210000
52 67 0.00060330 -0.00097690 -0.00000000 0.70920000
52 68 0.00000000 0.00000000 -0.00000020 0.71220000
52 69 0.00000000 0.00000000 0.00000010 0.80350000
52 70 -0.00104570 -0.00064980 -0.00000000 0.86010000
52 71 0.00028480 0.00017140 -0.00000000 0.91080000
52 72 -0.00185560 0.00300770 0.00000000 0.93610000
52 73 -0.00000000 -0.00000000 0.20647670 0.96400000
52 74 0.00000000 0.00000000 0.67879210 0.99960000
52 75 -0.00046700 -0.00030510 0.00000000 1.03690000
52 76 -0.54397050 0.88130250 0.00000000 1.04270000
52 77 0.11202710 0.06606090 0.00000000 1.04380000
52 78 -0.00000000 0.00000000 0.00011790 1.15120000
52 79 0.00000000 -0.00000000 -0.00007610 1.15300000
52 80 0.00000000 -0.00000000 -0.00004830 1.21710000
52 81 0.00000000 -0.00000000 -0.00003370 1.29840000
52 82 -0.00195940 -0.00120830 -0.00000000 1.36520000
52 83 -0.00000000 -0.00000000 0.00000040 1.41700000
52 84 0.00000000 -0.00000000 -0.00057510 1.43500000
52 85 -0.00065180 0.00107070 -0.00000000 1.43560000
52 86 0.00000000 -0.00000000 0.03364820 1.43640000
52 87 -0.00131500 -0.00078660 0.00000000 1.43670000
52 88 0.06865660 -0.11112800 0.00000000 1.44670000
52 89 -0.02696300 -0.01667620 0.00000000 1.47560000
52 90 -0.00000000 0.00000000 0.00001300 1.55960000
52 91 0.00000000 -0.00000000 0.00000230 1.61040000
52 92 -0.00709450 0.00950890 0.00000000 1.61910000
52 93 -0.01722690 -0.01129170 0.00000000 1.61940000
52 94 -0.00000000 -0.00000000 -0.12249560 1.68850000
52 95 0.00000000 -0.00000000 -0.00001060 1.72570000
52 96 -1.35024500 -0.83423040 -0.00000000 1.73870000
52 97 -0.00197720 0.00320370 0.00000000 1.87380000
52 98 -0.00000000 -0.00000000 -0.00096040 1.90590000
52 99 -0.00000000 -0.00000000 0.00000120 1.90920000
52 100 0.00000000 -0.00000000 0.00123930 1.92900000
52 101 -0.00000000 -0.00000000 0.00000070 1.93370000
52 102 0.00061850 -0.00097820 -0.00000000 1.93640000
52 103 0.00144960 -0.00236060 0.00000000 1.95200000
52 104 0.02493660 0.01539950 0.00000000 1.99560000
52 105 0.00000000 -0.00000000 0.00000030 2.03650000
52 106 -0.00000000 -0.00000000 0.10785840 2.13870000
52 107 0.00000000 0.00000000 0.00426970 2.22020000
52 108 0.00118280 0.00072540 0.00000000 2.24760000
52 109 0.00185600 -0.00301220 -0.00000000 2.24790000
52 110 -0.00000000 0.00000000 0.00064860 2.26080000
52 111 -0.00000000 -0.00000000 -0.00021790 2.27070000
52 112 -0.00000000 -0.00000000 0.00077390 2.31840000
52 113 0.17956400 0.11095690 0.00000000 2.35360000
52 114 -0.00024500 -0.00015190 -0.00000000 2.36620000
52 115 0.00000000 0.00000000 0.25851280 2.40740000
52 116 0.38842840 0.23993700 0.00000000 2.47380000
52 117 0.00000000 -0.00000000 0.00002970 2.48210000
52 118 -0.00000000 -0.00000000 0.00000020 2.49870000
52 119 0.00000000 -0.00000000 -0.00002910 2.50430000
52 120 0.18809410 0.11623420 0.00000000 2.51090000
52 121 -0.00000000 0.00000000 -0.00001850 2.55720000
52 122 -0.08273500 0.13389390 0.00000000 2.65200000
52 123 0.00000000 0.00000000 -0.00000020 2.67230000
52 124 0.05816080 0.03591330 0.00000000 2.71190000
52 125 -0.00088040 0.00132380 0.00000000 2.71200000
52 126 0.01253810 -0.02029840 0.00000000 2.82180000
52 127 0.20963930 -0.33929990 -0.00000000 2.82310000
52 128 0.00859710 0.00531980 0.00000000 2.90500000
52 129 0.00000000 -0.00000000 -0.00011060 2.93770000
52 130 0.00000000 -0.00000000 0.00014480 2.94870000
52 131 0.01184790 -0.01918640 0.00000000 2.99800000
52 132 0.00000000 0.00000000 0.00000030 3.01990000
52 133 0.00792000 -0.01281050 0.00000000 3.02540000
52 134 -0.16337720 0.26449640 -0.00000000 3.18970000
52 135 -0.55119900 -0.34046460 -0.00000000 3.20680000
52 136 -0.00631640 -0.00390100 -0.00000000 3.22270000
52 137 -0.00000000 0.00000000 0.00004020 3.26840000
52 138 -0.00000000 -0.00000000 -0.00012880 3.29660000
52 139 -0.50136450 0.81139470 0.00000000 3.29890000
52 140 -0.00000000 -0.00000000 -0.00033720 3.49240000
52 141 -0.01236200 0.01999610 0.00000000 3.49620000
52 142 -0.19971080 -0.12309380 0.00000000 3.51780000
52 143 0.00000000 0.00000000 0.03305920 3.52010000
52 144 -0.00036120 -0.00022420 -0.00000000 3.53300000
52 145 0.23350350 -0.37830110 0.00000000 3.54860000
52 146 -0.00000000 -0.00000000 0.00000030 3.55020000
52 147 0.00000000 0.00000000 -0.00001560 3.60630000
52 148 0.09472740 0.05855140 -0.00000000 3.61520000
52 149 -0.00000000 -0.00000000 -0.00004240 3.65880000
52 150 0.07171730 0.04427550 -0.00000000 3.67260000
52 151 -0.13332140 -0.08233150 0.00000000 3.68240000
52 152 -0.00106770 0.00172720 0.00000000 3.71450000
52 153 0.00000000 0.00000000 -0.00001310 3.75690000
52 154 0.11024380 -0.17871070 0.00000000 3.78940000
52 155 -0.00000000 -0.00000000 -0.00000040 3.78980000
52 156 -0.84909980 -0.52471070 -0.00000000 3.82740000
52 157 0.00032890 -0.00052870 -0.00000000 3.87130000
52 158 -0.01327880 -0.00819090 -0.00000000 3.87710000
52 159 0.00000000 -0.00000000 -0.00000030 3.89590000
52 160 -0.47442540 0.76763940 -0.00000000 3.93240000
52 161 -0.00305880 0.00494850 -0.00000000 3.95030000
52 162 0.00010630 0.00006520 0.00000000 3.97560000
52 163 -0.00340390 0.00550230 0.00000000 3.99640000
52 164 -0.00000000 0.00000000 0.00009630 4.02450000
52 165 0.00000000 0.00000000 0.28175920 4.05370000
52 166 -0.00021750 0.00034810 0.00000000 4.06390000
52 167 0.04450360 0.02748740 0.00000000 4.06510000
52 168 -0.00000000 -0.00000000 0.00005440 4.07310000
52 169 0.47119770 -0.76256750 -0.00000000 4.11810000
52 170 0.09966780 0.06233610 -0.00000000 4.13950000
52 171 -0.01278560 -0.00783160 -0.00000000 4.15220000
52 172 -0.10000310 -0.06112210 -0.00000000 4.15240000
52 173 0.50519630 -0.81769340 0.00000000 4.16570000
52 174 -0.00000000 0.00000000 -0.00009380 4.20500000
52 175 -0.00029680 0.00048030 -0.00000000 4.28920000
52 176 -0.06293160 -0.03889490 -0.00000000 4.31250000
52 177 -0.00000000 -0.00000000 0.00000010 4.32810000
52 178 0.43778460 -0.70862690 0.00000000 4.40150000
52 179 0.00000000 0.00000000 -0.00009750 4.45850000
52 180 0.00000000 0.00000000 0.00000140 4.49750000
52 181 -0.00018960 -0.00011770 -0.00000000 4.50510000
52 182 0.00000000 0.00000000 0.00934450 4.51550000
52 183 0.00033660 -0.00054500 0.00000000 4.55580000
52 184 -0.33542290 0.54288100 0.00000000 4.59800000
52 185 -0.00000000 -0.00000000 0.00066020 4.60780000
52 186 -0.34850470 0.56410190 -0.00000000 4.65760000
52 187 0.00000000 0.00000000 0.00000160 4.66580000
52 188 -0.00000000 -0.00000000 0.00000080 4.68300000
52 189 0.00102900 0.00063950 -0.00000000 4.68580000
52 190 -0.00000000 0.00000000 0.00153480 4.73910000
52 191 0.13886680 -0.22473170 -0.00000000 4.75430000
52 192 0.00000000 0.00000000 -0.07453880 4.79280000
52 193 -0.00260070 0.00420860 -0.00000000 4.82120000
52 194 0.00227390 0.00142160 0.00000000 4.83790000
52 195 0.00000000 0.00000000 -0.11760970 4.84020000
52 196 -0.06644090 0.10744850 0.00000000 4.84810000
52 197 -0.05768140 -0.03564720 0.00000000 4.85750000
52 198 -0.00000000 0.00000000 0.00000030 4.86220000
52 199 -0.00000000 -0.00000000 -0.09833870 4.87290000
52 200 -0.00119930 0.00187950 0.00000000 4.91180000
53 53 -0.00177350 -0.00109330 0.00000000 0.00000000
53 54 -0.00000000 0.00000000 0.00147530 0.01180000
53 55 0.00000000 -0.00000000 -0.00096080 0.08340000
53 56 -0.00000000 0.00000000 0.00000120 0.13050000
53 57 -0.00000170 0.00000300 0.00000000 0.13830000
53 58 0.00000000 -0.00000000 -0.00014530 0.21930000
53 59 0.00046520 0.00028690 -0.00000000 0.30270000
53 60 0.00000000 -0.00000000 0.00072030 0.30390000
53 61 0.04306910 -0.06975420 -0.00000000 0.34540000
53 62 0.00033510 -0.00054340 0.00000000 0.43030000
53 63 -0.00000000 0.00000000 0.00053440 0.51930000
53 64 0.00000000 0.00000000 0.00005540 0.57100000
53 65 -0.10789720 -0.06669880 -0.00000000 0.59050000
53 66 -0.00010770 -0.00006640 -0.00000000 0.62620000
53 67 -0.00000000 -0.00000000 0.83889110 0.67330000
53 68 -0.02285770 -0.01414980 -0.00000000 0.67630000
53 69 -0.10365990 -0.06412770 -0.00000000 0.76760000
53 70 0.00000000 -0.00000000 0.00000530 0.82420000
53 71 -0.00000000 -0.00000000 0.00006670 0.87490000
53 72 0.00000000 0.00000000 -0.64302700 0.90020000
53 73 0.00009960 -0.00016040 -0.00000000 0.92810000
53 74 -0.00004200 0.00006740 -0.00000000 0.96370000
53 75 0.00000000 0.00000000 -0.00002510 1.00100000
53 76 0.00000000 0.00000000 0.00018610 1.00680000
53 77 0.00000000 0.00000000 0.00000070 1.00790000
53 78 -0.00062510 -0.00038420 0.00000000 1.11530000
53 79 -0.01120500 0.01812560 0.00000000 1.11710000
53 80 0.00049650 0.00030590 0.00000000 1.18120000
53 81 -0.00003130 -0.00001940 0.00000000 1.26250000
53 82 -0.00000000 0.00000000 0.00011100 1.32930000
53 83 -0.10624950 -0.06573990 -0.00000000 1.38110000
53 84 -0.11675990 0.18901470 -0.00000000 1.39910000
53 85 0.00000000 0.00000000 -0.20956750 1.39970000
53 86 -0.00313200 0.00506880 -0.00000000 1.40050000
53 87 0.00000000 -0.00000000 -0.00098250 1.40080000
53 88 0.00000000 0.00000000 -0.00011320 1.41080000
53 89 -0.00000000 -0.00000000 -0.00000000 1.43970000
53 90 -0.03470190 0.05615350 -0.00000000 1.52370000
53 91 0.00043230 0.00026660 0.00000000 1.57450000
53 92 -0.00000000 -0.00000000 -0.18779500 1.58320000
53 93 -0.00000000 -0.00000000 0.00854460 1.58350000
53 94 0.00002670 -0.00004340 0.00000000 1.65260000
53 95 -0.00003890 -0.00002420 0.00000000 1.68980000
53 96 0.00000000 0.00000000 -0.00000270 1.70280000
53 97 0.00000000 0.00000000 0.37420670 1.83790000
53 98 0.00220480 -0.00356830 0.00000000 1.87000000
53 99 0.09278760 0.05720120 0.00000000 1.87330000
53 100 -1.38434070 2.24052110 0.00000000 1.89310000
53 101 -0.02648080 -0.01406960 -0.00000000 1.89780000
53 102 0.00000000 0.00000000 1.87327310 1.90050000
53 103 -0.00000000 -0.00000000 -1.47607150 1.91610000
53 104 0.00000000 -0.00000000 -0.00076210 1.95970000
53 105 0.00414630 0.00247080 0.00000000 2.00060000
53 106 -0.00032520 0.00052650 -0.00000000 2.10280000
53 107 -0.00034310 0.00055490 -0.00000000 2.18430000
53 108 0.00000000 -0.00000000 -0.00005020 2.21170000
53 109 0.00000000 0.00000000 -0.06967450 2.21200000
53 110 0.01317840 -0.02129630 0.00000000 2.22490000
53 111 0.18965090 -0.30695170 -0.00000000 2.23480000
53 112 -0.13156590 0.21300830 -0.00000000 2.28250000
53 113 -0.00000000 -0.00000000 0.00000030 2.31770000
53 114 0.00000000 0.00000000 -0.00000160 2.33030000
53 115 0.00012730 -0.00020610 -0.00000000 2.37150000
53 116 0.00000000 -0.00000000 0.00000010 2.43790000
53 117 0.00001290 0.00000770 0.00000000 2.44620000
53 118 -0.00649670 -0.00400540 0.00000000 2.46280000
53 119 0.00003290 0.00002040 -0.00000000 2.46840000
53 120 0.00000000 -0.00000000 0.00000030 2.47500000
53 121 -0.00002930 -0.00001780 0.00000000 2.52130000
53 122 0.00000000 0.00000000 -0.00015580 2.61610000
53 123 -0.02981120 -0.01849810 -0.00000000 2.63640000
53 124 0.00000000 0.00000000 -0.00001210 2.67600000
53 125 0.00000000 0.00000000 -0.03834540 2.67610000
53 126 0.00000000 0.00000000 -0.03149200 2.78590000
53 127 -0.00000000 -0.00000000 0.00159910 2.78720000
53 128 0.00000000 0.00000000 0.00000010 2.86910000
53 129 0.01149650 -0.01853500 -0.00000000 2.90180000
53 130 -0.02720760 0.04404110 -0.00000000 2.91280000
53 131 0.00000000 0.00000000 -0.00054360 2.96210000
53 132 0.51533590 0.31855440 -0.00000000 2.98400000
53 133 -0.00000000 -0.00000000 -0.05497830 2.98950000
53 134 -0.00000000 -0.00000000 0.00146030 3.15380000
53 135 -0.00000000 -0.00000000 -0.00000050 3.17090000
53 136 0.00000000 0.00000000 -0.00000270 3.18680000
53 137 0.00004490 0.00002730 0.00000000 3.23250000
53 138 -0.02750430 0.04451970 -0.00000000 3.26070000
53 139 0.00000000 0.00000000 0.00010600 3.26300000
53 140 -0.01869740 0.03013410 -0.00000000 3.45650000
53 141 0.00000000 0.00000000 -0.00005230 3.46030000
53 142 -0.00000000 -0.00000000 -0.00000020 3.48190000
53 143 0.00079100 -0.00128020 0.00000000 3.48420000
53 144 -0.00000000 0.00000000 -0.00000280 3.49710000
53 145 -0.00000000 -0.00000000 0.00085920 3.51270000
53 146 0.42997160 0.26579520 -0.00000000 3.51430000
53 147 -0.00017600 -0.00011630 0.00000000 3.57040000
53 148 0.00000000 0.00000000 0.00000050 3.57930000
53 149 -0.09421440 0.15240390 -0.00000000 3.62290000
53 150 -0.00000000 -0.00000000 -0.00000020 3.63670000
53 151 0.00000000 0.00000000 0.00000140 3.64650000
53 152 -0.00000000 -0.00000000 0.02341470 3.67860000
53 153 0.00004940 0.00003090 0.00000000 3.72100000
53 154 -0.00000000 -0.00000000 -0.00020540 3.75350000
53 155 0.06701550 0.04136200 0.00000000 3.75390000
53 156 -0.00000000 -0.00000000 -0.00000230 3.79150000
53 157 -0.00000000 -0.00000000 0.01329760 3.83540000
53 158 -0.00000000 0.00000000 0.00002100 3.84120000
53 159 -0.05243020 -0.03245850 0.00000000 3.86000000
53 160 0.00000000 -0.00000000 0.00038330 3.89650000
53 161 -0.00000000 -0.00000000 -0.00186190 3.91440000
53 162 -0.00000000 -0.00000000 0.00004110 3.93970000
53 163 -0.00000000 -0.00000000 -0.14015050 3.96050000
53 164 0.04373740 -0.07077990 0.00000000 3.98860000
53 165 0.00006440 -0.00010370 0.00000000 4.01780000
53 166 0.00000000 0.00000000 -0.09256990 4.02800000
53 167 -0.00000000 -0.00000000 0.00000010 4.02920000
53 168 0.00000260 0.00000140 0.00000000 4.03720000
53 169 -0.00000000 0.00000000 0.00022950 4.08220000
53 170 0.00000000 0.00000000 -0.00000020 4.10360000
53 171 -0.00000000 -0.00000000 -0.00001360 4.11630000
53 172 -0.00000000 -0.00000000 0.00000220 4.11650000
53 173 0.00000000 0.00000000 -0.00004900 4.12980000
53 174 0.01663610 -0.02694280 0.00000000 4.16910000
53 175 0.00000000 0.00000000 0.00839120 4.25330000
53 176 0.00000000 0.00000000 -0.00000020 4.27660000
53 177 0.06115440 0.03779040 0.00000000 4.29220000
53 178 -0.00000000 -0.00000000 -0.00021160 4.36560000
53 179 -0.01061520 0.01718800 0.00000000 4.42260000
53 180 0.00000750 0.00000470 -0.00000000 4.46160000
53 181 0.00000000 0.00000000 -0.00001500 4.46920000
53 182 0.00036280 -0.00058750 -0.00000000 4.47960000
53 183 0.00000000 0.00000000 -0.06503300 4.51990000
53 184 0.00000000 0.00000000 -0.00035920 4.56210000
53 185 -0.02204720 0.03560780 0.00000000 4.57190000
53 186 0.00000000 -0.00000000 -0.00013430 4.62170000
53 187 -0.00081620 -0.00050360 -0.00000000 4.62990000
53 188 0.04511970 0.02789820 0.00000000 4.64710000
53 189 0.00000000 0.00000000 -0.00002910 4.64990000
53 190 -0.01625800 0.02626400 0.00000000 4.70320000
53 191 0.00000000 0.00000000 0.00004030 4.71840000
53 192 -0.00018860 0.00030640 -0.00000000 4.75690000
53 193 -0.00000000 -0.00000000 0.08302230 4.78530000
53 194 -0.00000000 -0.00000000 -0.00000210 4.80200000
53 195 0.00004460 -0.00007370 -0.00000000 4.80430000
53 196 -0.00000000 -0.00000000 -0.00070500 4.81220000
53 197 0.00000000 0.00000000 0.00000020 4.82160000
53 198 0.00029650 0.00018210 0.00000000 4.82630000
53 199 -0.00009530 0.00015980 0.00000000 4.83700000
53 200 -0.00000000 -0.00000000 -0.00023250 4.87590000
54 54 0.00275290 0.00169940 0.00000000 0.00000000
54 55 -0.00211000 -0.00130410 0.00000000 0.07160000
54 56 -0.08391530 0.13580270 0.00000000 0.11870000
54 57 -0.00000000 -0.00000000 0.00000010 0.12650000
54 58 0.00233320 0.00144230 0.00000000 0.20750000
54 59 0.00000000 -0.00000000 -0.00029570 0.29090000
54 60 -0.00126550 -0.00078160 0.00000000 0.29210000
54 61 -0.00000000 0.00000000 -0.00006670 0.33360000
54 62 -0.00000000 -0.00000000 0.00000000 0.41850000
54 63 0.00075250 0.00046480 -0.00000000 0.50750000
54 64 0.45119700 -0.73017580 -0.00000000 0.55920000
54 65 -0.00000000 -0.00000000 0.48248930 0.57870000
54 66 -0.00000000 0.00000000 0.00525450 0.61440000
54 67 1.59429960 0.98498490 0.00000000 0.66150000
54 68 0.00000000 0.00000000 -0.65168710 0.66450000
54 69 0.00000000 0.00000000 0.08409970 0.75580000
54 70 -0.61304630 0.99235110 -0.00000000 0.81240000
54 71 -1.01268900 1.63907290 -0.00000000 0.86310000
54 72 0.15018700 0.09323180 -0.00000000 0.88840000
54 73 0.00000000 -0.00000000 0.00000010 0.91630000
54 74 0.00000000 0.00000000 0.00000000 0.95190000
54 75 0.87677730 -1.41892350 -0.00000000 0.98920000
54 76 0.00004240 0.00002630 0.00000000 0.99500000
54 77 -0.00300640 0.00486640 -0.00000000 0.99610000
54 78 0.00000000 -0.00000000 -0.00090230 1.10350000
54 79 0.00000000 -0.00000000 0.00000650 1.10530000
54 80 -0.00000000 0.00000000 0.00078400 1.16940000
54 81 -0.00000000 -0.00000000 0.00057640 1.25070000
54 82 -0.01487920 0.02387780 0.00000000 1.31750000
54 83 0.00000000 0.00000000 -0.05103870 1.36930000
54 84 0.00000000 -0.00000000 -0.00001690 1.38730000
54 85 -0.10404720 -0.06350040 -0.00000000 1.38790000
54 86 0.00000000 -0.00000000 -0.00000010 1.38870000
54 87 0.08761760 -0.14276960 -0.00000000 1.38900000
54 88 0.00331460 0.00205220 -0.00000000 1.39900000
54 89 0.00006740 -0.00010900 0.00000000 1.42790000
54 90 -0.00000000 0.00000000 0.00000760 1.51190000
54 91 -0.00000000 0.00000000 0.00018030 1.56270000
54 92 -0.29548150 -0.25942700 -0.00000000 1.57140000
54 93 0.72541850 -1.13760020 0.00000000 1.57170000
54 94 0.00000000 0.00000000 -0.00000020 1.64080000
54 95 -0.00000000 0.00000000 0.00041790 1.67800000
54 96 0.00285900 -0.00462400 -0.00000000 1.69100000
54 97 0.16958310 0.10475690 -0.00000000 1.82610000
54 98 -0.00000000 0.00000000 0.00000550 1.85820000
54 99 -0.00000000 0.00000000 0.11821980 1.86150000
54 100 -0.00000000 0.00000000 -0.00025740 1.88130000
54 101 0.00000000 0.00000000 0.32986510 1.88600000
54 102 -0.77870840 -0.48151940 -0.00000000 1.88870000
54 103 0.13687580 0.08479180 0.00000000 1.90430000
54 104 0.22151790 -0.35849630 0.00000000 1.94790000
54 105 -0.00000000 -0.00000000 -0.12644520 1.98880000
54 106 0.00000000 -0.00000000 0.00000030 2.09100000
54 107 0.00000000 -0.00000000 0.00000040 2.17250000
54 108 0.11058160 -0.18061900 0.00000000 2.19990000
54 109 -0.57661820 -0.35592700 0.00000000 2.20020000
54 110 -0.00000000 0.00000000 -0.00003220 2.21310000
54 111 -0.00000000 0.00000000 -0.00000600 2.22300000
54 112 0.00000000 -0.00000000 -0.00004750 2.27070000
54 113 0.00051120 -0.00082660 0.00000000 2.30590000
