i j mx my mz deltaE
31 49 -0.01694960 -0.02746260 0.00000000 0.84500000
31 50 0.00000000 0.00000000 0.01503640 0.90330000
31 51 0.00000000 0.00000000 -0.04800040 0.90470000
31 52 0.00000000 0.00000000 -0.00008120 0.93360000
31 53 -0.02604800 -0.04212880 0.00000000 0.96950000
31 54 0.00000000 0.00000000 -0.00002680 0.98130000
31 55 0.00000000 0.00000000 0.00006320 1.05290000
31 56 0.00000000 0.00000000 0.00012770 1.10000000
31 57 1.03549190 -0.63965290 0.00000000 1.10790000
31 58 0.00000000 0.00000000 0.00008210 1.18880000
31 59 0.00466080 0.00764140 0.00000000 1.27220000
31 60 0.00000000 0.00000000 -0.00000580 1.27340000
31 61 0.00017310 -0.00010830 0.00000000 1.31490000
31 62 0.22212320 -0.13724360 0.00000000 1.39980000
31 63 0.00000000 0.00000000 0.00000050 1.48880000
31 64 0.00000000 0.00000000 0.00006580 1.54050000
31 65 0.00024130 0.00039280 0.00000000 1.55990000
31 66 -0.04840580 -0.07836000 0.00000000 1.59570000
31 67 0.00000000 0.00000000 0.00001110 1.64280000
31 68 -0.00028210 -0.00045730 0.00000000 1.64570000
31 69 -0.00009690 -0.00015630 0.00000000 1.73710000
31 70 0.00000000 0.00000000 -0.00007310 1.79370000
31 71 0.00000000 0.00000000 -0.00069450 1.84440000
31 72 0.00000000 0.00000000 -0.00000410 1.86970000
31 73 -0.00798620 0.00493130 0.00000000 1.89760000
31 74 -0.03676030 0.02267930 0.00000000 1.93320000
31 75 0.00000000 0.00000000 0.00000550 1.97050000
31 76 0.00000000 0.00000000 -0.00001880 1.97630000
31 77 0.00000000 0.00000000 0.01615420 1.97730000
31 78 -0.02493320 -0.04045050 0.00000000 2.08480000
31 79 0.00003100 -0.00002350 0.00000000 2.08650000
31 80 0.01683500 0.02718430 0.00000000 2.15070000
31 81 0.15755770 0.25499510 0.00000000 2.23200000
31 82 0.00000000 0.00000000 0.00006600 2.29880000
31 83 -0.00001150 -0.00001850 0.00000000 2.35060000
31 84 -0.00170470 0.00105550 0.00000000 2.36860000
31 85 0.00000000 0.00000000 0.00000170 2.36910000
31 86 -0.06189480 0.03829620 0.00000000 2.37000000
31 87 0.00000000 0.00000000 0.00007690 2.37030000
31 88 0.00000000 0.00000000 0.00001540 2.38030000
31 89 0.00000000 0.00000000 -0.04236350 2.40920000
31 90 -0.00003010 0.00001870 0.00000000 2.49320000
31 91 0.02186290 0.03528010 0.00000000 2.54400000
31 92 0.00000000 0.00000000 0.00000650 2.55270000
31 93 0.00000000 0.00000000 0.00063210 2.55300000
31 94 0.01618890 -0.01000780 0.00000000 2.62210000
31 95 -0.17970540 -0.29117950 0.00000000 2.65930000
31 96 0.00000000 0.00000000 -0.13167250 2.67230000
31 97 0.00000000 0.00000000 0.00000180 2.80740000
31 98 -0.01686470 0.01041510 0.00000000 2.83940000
31 99 -0.00001760 -0.00002010 0.00000000 2.84280000
31 100 -0.00036220 0.00022470 0.00000000 2.86260000
31 101 -0.00001530 -0.00002400 0.00000000 2.86730000
31 102 0.00000000 0.00000000 0.00000060 2.87000000
31 103 0.00000000 0.00000000 0.00000060 2.88560000
31 104 0.00000000 0.00000000 0.00103040 2.92930000
31 105 -0.00019810 -0.00032040 0.00000000 2.97010000
31 106 0.08143320 -0.05029990 0.00000000 3.07230000
31 107 0.05880630 -0.03632810 0.00000000 3.15380000
31 108 0.00000000 0.00000000 -0.00035830 3.18120000
31 109 0.00000000 0.00000000 -0.00000130 3.18150000
31 110 0.00051060 -0.00031500 0.00000000 3.19440000
31 111 0.00002870 -0.00001600 0.00000000 3.20420000
31 112 -0.00020360 0.00012650 0.00000000 3.25200000
31 113 0.00000000 0.00000000 -0.15668270 3.28720000
31 114 0.00000000 0.00000000 0.00017440 3.29980000
31 115 -0.00422670 0.00265810 0.00000000 3.34100000
31 116 0.00000000 0.00000000 0.03737400 3.40740000
31 117 0.00665420 0.01074880 0.00000000 3.41570000
31 118 0.00030330 0.00049190 0.00000000 3.43220000
31 119 0.05854170 0.09477370 0.00000000 3.43790000
31 120 0.00000000 0.00000000 -0.02619200 3.44450000
31 121 -0.03684370 -0.05963240 0.00000000 3.49080000
31 122 0.00000000 0.00000000 0.00000550 3.58560000
31 123 -0.00004600 -0.00007360 0.00000000 3.60600000
31 124 0.00000000 0.00000000 0.13061980 3.64550000
31 125 0.00000000 0.00000000 -0.00071380 3.64560000
31 126 0.00000000 0.00000000 -0.00000010 3.75550000
31 127 0.00000000 0.00000000 -0.00000310 3.75660000
31 128 0.00000000 0.00000000 0.93954480 3.83860000
31 129 -0.00004800 0.00002920 0.00000000 3.87130000
31 130 -0.00000680 0.00000420 0.00000000 3.88230000
31 131 0.00000000 0.00000000 0.00008680 3.93150000
31 132 0.00012730 0.00020690 0.00000000 3.95350000
31 133 0.00000000 0.00000000 -0.00001320 3.95900000
31 134 0.00000000 0.00000000 -0.00001030 4.12330000
31 135 0.00000000 0.00000000 0.18509510 4.14040000
31 136 0.00000000 0.00000000 -0.00219640 4.15630000
31 137 0.01777330 0.02875760 0.00000000 4.20200000
31 138 -0.00000120 0.00000030 0.00000000 4.23010000
31 139 0.00000000 0.00000000 0.00003040 4.23250000
31 140 0.00007790 -0.00004880 0.00000000 4.42600000
31 141 0.00000000 0.00000000 0.00000300 4.42980000
31 142 0.00000000 0.00000000 0.08228450 4.45140000
31 143 0.00326440 -0.00201210 0.00000000 4.45370000
31 144 0.00000000 0.00000000 -0.00041590 4.46660000
31 145 0.00000000 0.00000000 0.00005180 4.48220000
31 146 0.00003530 0.00005660 0.00000000 4.48380000
31 147 -0.01181650 -0.01911380 0.00000000 4.53990000
31 148 0.00000000 0.00000000 0.01395160 4.54880000
31 149 0.00000580 -0.00001070 0.00000000 4.59240000
31 150 0.00000000 0.00000000 0.14412270 4.60620000
31 151 0.00000000 0.00000000 0.01731430 4.61600000
31 152 0.00000000 0.00000000 -0.00000180 4.64800000
31 153 -0.00189330 -0.00306590 0.00000000 4.69050000
31 154 0.00000000 0.00000000 -0.00003820 4.72300000
31 155 -0.00008400 -0.00013850 0.00000000 4.72330000
31 156 0.00000000 0.00000000 0.63828000 4.76110000
31 157 0.00000000 0.00000000 -0.00000840 4.80490000
31 158 0.00000000 0.00000000 0.00417940 4.81070000
31 159 -0.00014220 -0.00023340 0.00000000 4.82940000
31 160 0.00000000 0.00000000 0.00005540 4.86600000
31 161 0.00000000 0.00000000 -0.00000780 4.88390000
31 162 0.00000000 0.00000000 -0.00009510 4.90920000
31 163 0.00000000 0.00000000 -0.00000960 4.93000000
31 164 -0.00006140 0.00003820 0.00000000 4.95810000
31 165 -0.00534150 0.00329980 0.00000000 4.98730000
31 166 0.00000000 0.00000000 0.00000460 4.99750000
31 167 0.00000000 0.00000000 0.04691050 4.99870000
31 168 -0.00237890 -0.00385460 0.00000000 5.00670000
31 169 0.00000000 0.00000000 -0.00002840 5.05170000
31 170 0.00000000 0.00000000 0.02496790 5.07310000
31 171 0.00000000 0.00000000 0.00058360 5.08580000
31 172 0.00000000 0.00000000 -0.00432440 5.08600000
31 173 0.00000000 0.00000000 0.00000830 5.09930000
31 174 0.00008940 -0.00005500 0.00000000 5.13850000
31 175 0.00000000 0.00000000 0.00000070 5.22280000
31 176 0.00000000 0.00000000 0.00188270 5.24610000
31 177 0.00000370 0.00000610 0.00000000 5.26160000
31 178 0.00000000 0.00000000 0.00002480 5.33510000
31 179 -0.00003070 0.00001910 0.00000000 5.39210000
31 180 -0.00739010 -0.01196770 0.00000000 5.43110000
31 181 0.00000000 0.00000000 -0.00075520 5.43870000
31 182 0.00580590 -0.00358330 0.00000000 5.44910000
31 183 0.00000000 0.00000000 -0.00000010 5.48940000
31 184 0.00000000 0.00000000 -0.00004000 5.53160000
31 185 -0.00000810 0.00000540 0.00000000 5.54140000
31 186 0.00000000 0.00000000 -0.00002770 5.59120000
31 187 0.00117160 0.00188500 0.00000000 5.59950000
31 188 0.00001040 0.00002000 0.00000000 5.61660000
31 189 0.00000000 0.00000000 -0.00058530 5.61930000
31 190 -0.00010480 0.00006490 0.00000000 5.67270000
31 191 0.00000000 0.00000000 0.00004120 5.68790000
31 192 0.03768570 -0.02328470 0.00000000 5.72640000
31 193 0.00000000 0.00000000 0.00000400 5.75480000
31 194 0.00000000 0.00000000 0.00010110 5.77160000
31 195 -0.05207970 0.03217620 0.00000000 5.77380000
31 196 0.00000000 0.00000000 0.00006010 5.78170000
31 197 0.00000000 0.00000000 -0.01301540 5.79110000
31 198 0.03569340 0.05782920 0.00000000 5.79580000
31 199 -0.07909850 0.04886880 0.00000000 5.80650000
31 200 0.00000000 0.00000000 0.00005350 5.84540000
32 32 0.00000000 0.00000000 0.00000000 0.00000000
32 33 0.00006900 0.00011070 0.00000000 0.03850000
32 34 -0.00002680 -0.00004390 0.00000000 0.08690000
32 35 0.00000000 0.00000000 -0.00000050 0.11630000
32 36 0.00000000 0.00000000 0.00014800 0.21370000
32 37 0.00016850 -0.00010590 0.00000000 0.26770000
32 38 0.00000000 0.00000000 0.10431160 0.27230000
32 39 0.00991770 -0.00612880 0.00000000 0.33830000
32 40 0.00000000 0.00000000 0.00070790 0.34130000
32 41 0.00000000 0.00000000 0.00024790 0.47050000
32 42 -0.00001050 0.00000540 0.00000000 0.49890000
32 43 0.00000000 0.00000000 0.00003230 0.58410000
32 44 0.00000000 0.00000000 0.00027170 0.68460000
32 45 -0.01917200 -0.03103670 0.00000000 0.69290000
32 46 -0.00007260 0.00004830 0.00000000 0.72050000
32 47 0.00009640 0.00015650 0.00000000 0.72060000
32 48 0.00003280 -0.00002010 0.00000000 0.77460000
32 49 -0.04046930 0.02500580 0.00000000 0.80960000
32 50 0.00000000 0.00000000 0.00007950 0.86790000
32 51 0.00000000 0.00000000 -0.00023950 0.86930000
32 52 0.00000000 0.00000000 -0.00000780 0.89820000
32 53 0.29755550 -0.18389620 0.00000000 0.93410000
32 54 0.00000000 0.00000000 -0.53387360 0.94590000
32 55 0.00000000 0.00000000 0.17007630 1.01750000
32 56 0.00000000 0.00000000 -0.00000040 1.06460000
32 57 0.48734710 0.78911840 0.00000000 1.07250000
32 58 0.00000000 0.00000000 0.65860960 1.15340000
32 59 0.04758820 -0.02943160 0.00000000 1.23680000
32 60 0.00000000 0.00000000 0.29784410 1.23800000
32 61 -0.00000450 0.00000340 0.00000000 1.27950000
32 62 -0.00305420 -0.00481250 0.00000000 1.36440000
32 63 0.00000000 0.00000000 -0.03343420 1.45340000
32 64 0.00000000 0.00000000 0.00000120 1.50510000
32 65 0.00003070 -0.00001920 0.00000000 1.52450000
32 66 0.02788880 -0.01723580 0.00000000 1.56030000
32 67 0.00000000 0.00000000 0.00046730 1.60740000
32 68 0.00023430 -0.00014300 0.00000000 1.61030000
32 69 0.00006090 -0.00003650 0.00000000 1.70170000
32 70 0.00000000 0.00000000 0.00000060 1.75830000
32 71 0.00000000 0.00000000 0.00000720 1.80900000
32 72 0.00000000 0.00000000 -0.00049670 1.83430000
32 73 -0.02944060 -0.04768920 0.00000000 1.86220000
32 74 -0.00221020 -0.00366830 0.00000000 1.89780000
32 75 0.00000000 0.00000000 -0.00000730 1.93510000
32 76 0.00000000 0.00000000 -0.00007240 1.94090000
32 77 0.00000000 0.00000000 0.00000930 1.94190000
32 78 0.26864800 -0.16597240 0.00000000 2.04940000
32 79 0.00004240 -0.00001550 0.00000000 2.05110000
32 80 0.18483390 -0.11419750 0.00000000 2.11530000
32 81 -0.01594360 0.00980080 0.00000000 2.19660000
32 82 0.00000000 0.00000000 -0.00000380 2.26340000
32 83 0.00005000 -0.00003040 0.00000000 2.31520000
32 84 0.00411720 0.00666470 0.00000000 2.33320000
32 85 0.00000000 0.00000000 0.00055240 2.33370000
32 86 0.14977110 0.24239170 0.00000000 2.33460000
32 87 0.00000000 0.00000000 -0.00000010 2.33490000
32 88 0.00000000 0.00000000 0.09217680 2.34490000
32 89 0.00000000 0.00000000 0.00000210 2.37380000
32 90 -0.00003250 -0.00005240 0.00000000 2.45780000
32 91 0.20117830 -0.12428370 0.00000000 2.50860000
32 92 0.00000000 0.00000000 -0.00088090 2.51730000
32 93 0.00000000 0.00000000 0.00002620 2.51760000
32 94 0.01698670 0.02750040 0.00000000 2.58670000
32 95 0.68386050 -0.42244720 0.00000000 2.62390000
32 96 0.00000000 0.00000000 0.00001670 2.63690000
32 97 0.00000000 0.00000000 -0.00012780 2.77200000
32 98 0.02081170 0.03368800 0.00000000 2.80400000
32 99 0.00009250 -0.00004410 0.00000000 2.80740000
32 100 -0.00010450 -0.00016820 0.00000000 2.82720000
32 101 0.00008910 -0.00005550 0.00000000 2.83190000
32 102 0.00000000 0.00000000 -0.00024080 2.83460000
32 103 0.00000000 0.00000000 -0.00037860 2.85020000
32 104 0.00000000 0.00000000 -0.00000020 2.89390000
32 105 0.00003750 -0.00002320 0.00000000 2.93470000
32 106 -0.04775650 -0.07730640 0.00000000 3.03690000
32 107 0.02221250 0.03595460 0.00000000 3.11840000
32 108 0.00000000 0.00000000 -0.00000330 3.14580000
32 109 0.00000000 0.00000000 -0.00022010 3.14610000
32 110 -0.00000870 -0.00001370 0.00000000 3.15900000
32 111 -0.00001930 -0.00003100 0.00000000 3.16880000
32 112 -0.00004380 -0.00006970 0.00000000 3.21660000
32 113 0.00000000 0.00000000 0.00000810 3.25180000
32 114 0.00000000 0.00000000 0.00000060 3.26440000
32 115 0.10968240 0.17751960 0.00000000 3.30560000
32 116 0.00000000 0.00000000 -0.00000000 3.37200000
32 117 0.03350420 -0.02071530 0.00000000 3.38030000
32 118 -0.00007920 0.00004890 0.00000000 3.39680000
32 119 -0.01072960 0.00660700 0.00000000 3.40250000
32 120 0.00000000 0.00000000 0.00000650 3.40910000
32 121 -0.09547810 0.05898570 0.00000000 3.45540000
32 122 0.00000000 0.00000000 -0.06465740 3.55020000
32 123 -0.00015640 0.00009660 0.00000000 3.57060000
32 124 0.00000000 0.00000000 -0.00002120 3.61010000
32 125 0.00000000 0.00000000 0.00024830 3.61020000
32 126 0.00000000 0.00000000 0.00296470 3.72010000
32 127 0.00000000 0.00000000 0.04094850 3.72120000
32 128 0.00000000 0.00000000 -0.00008470 3.80320000
32 129 0.00001000 0.00001670 0.00000000 3.83590000
32 130 0.00000010 -0.00000160 0.00000000 3.84690000
32 131 0.00000000 0.00000000 0.96032460 3.89610000
32 132 -0.00008090 0.00004990 0.00000000 3.91810000
32 133 0.00000000 0.00000000 -0.00115110 3.92360000
32 134 0.00000000 0.00000000 -0.09844790 4.08790000
32 135 0.00000000 0.00000000 0.00000510 4.10500000
32 136 0.00000000 0.00000000 0.00000800 4.12090000
32 137 0.01193560 -0.00737430 0.00000000 4.16660000
32 138 -0.00001460 -0.00002290 0.00000000 4.19470000
32 139 0.00000000 0.00000000 -0.02181820 4.19710000
32 140 -0.00005990 -0.00009690 0.00000000 4.39060000
32 141 0.00000000 0.00000000 0.12888750 4.39440000
32 142 0.00000000 0.00000000 0.00003190 4.41600000
32 143 0.00471290 0.00763110 0.00000000 4.41830000
32 144 0.00000000 0.00000000 -0.00000990 4.43120000
32 145 0.00000000 0.00000000 -0.07033850 4.44680000
32 146 0.00003200 -0.00001680 0.00000000 4.44840000
32 147 -0.02456490 0.01517510 0.00000000 4.50450000
32 148 0.00000000 0.00000000 0.00001220 4.51340000
32 149 0.00001590 0.00002830 0.00000000 4.55700000
32 150 0.00000000 0.00000000 -0.00000380 4.57080000
32 151 0.00000000 0.00000000 0.00001370 4.58060000
32 152 0.00000000 0.00000000 -0.00006290 4.61260000
32 153 -0.03333570 0.02059740 0.00000000 4.65510000
32 154 0.00000000 0.00000000 0.08024710 4.68760000
32 155 -0.00000460 0.00000310 0.00000000 4.68790000
32 156 0.00000000 0.00000000 -0.00007020 4.72570000
32 157 0.00000000 0.00000000 0.00038150 4.76950000
32 158 0.00000000 0.00000000 0.00002460 4.77530000
32 159 0.00000050 -0.00000040 0.00000000 4.79400000
32 160 0.00000000 0.00000000 -0.16305630 4.83060000
32 161 0.00000000 0.00000000 -0.00047500 4.84850000
32 162 0.00000000 0.00000000 -0.00000010 4.87380000
32 163 0.00000000 0.00000000 -0.00038240 4.89460000
32 164 -0.00008840 -0.00014580 0.00000000 4.92270000
32 165 -0.00234720 -0.00379860 0.00000000 4.95190000
32 166 0.00000000 0.00000000 0.00000760 4.96210000
32 167 0.00000000 0.00000000 -0.00001470 4.96330000
32 168 -0.00168390 0.00104150 0.00000000 4.97130000
32 169 0.00000000 0.00000000 0.12970130 5.01630000
32 170 0.00000000 0.00000000 0.00008900 5.03770000
32 171 0.00000000 0.00000000 0.00001160 5.05040000
32 172 0.00000000 0.00000000 0.00009060 5.05060000
32 173 0.00000000 0.00000000 0.16520590 5.06390000
32 174 -0.00002560 -0.00004070 0.00000000 5.10310000
32 175 0.00000000 0.00000000 0.00095240 5.18740000
32 176 0.00000000 0.00000000 0.00000080 5.21070000
32 177 0.00012110 -0.00007550 0.00000000 5.22620000
32 178 0.00000000 0.00000000 -0.04688340 5.29970000
32 179 -0.00000450 -0.00000840 0.00000000 5.35670000
32 180 -0.01455960 0.00899760 0.00000000 5.39570000
32 181 0.00000000 0.00000000 -0.00000460 5.40330000
32 182 0.00344480 0.00557840 0.00000000 5.41370000
32 183 0.00000000 0.00000000 -0.00017480 5.45400000
32 184 0.00000000 0.00000000 -0.17127230 5.49620000
32 185 -0.00004810 -0.00007260 0.00000000 5.50600000
32 186 0.00000000 0.00000000 -0.04496870 5.55580000
32 187 -0.09070740 0.05604470 0.00000000 5.56410000
32 188 -0.00157710 0.00097480 0.00000000 5.58120000
32 189 0.00000000 0.00000000 -0.00000140 5.58390000
32 190 0.00009390 0.00015190 0.00000000 5.63730000
32 191 0.00000000 0.00000000 0.24701930 5.65250000
32 192 -0.01389190 -0.02246480 0.00000000 5.69100000
32 193 0.00000000 0.00000000 0.00013420 5.71940000
32 194 0.00000000 0.00000000 0.00006240 5.73620000
32 195 0.01579650 0.02556180 0.00000000 5.73840000
32 196 0.00000000 0.00000000 0.18881210 5.74630000
32 197 0.00000000 0.00000000 -0.00002390 5.75570000
32 198 -0.13427220 0.08296440 0.00000000 5.76040000
32 199 0.02602880 0.04209570 0.00000000 5.77110000
32 200 0.00000000 0.00000000 0.36096410 5.81000000
33 33 0.00000000 0.00000000 0.00000000 0.00000000
33 34 0.00000000 0.00000000 0.00000950 0.04840000
33 35 -0.70375600 -1.13919250 0.00000000 0.07780000
33 36 0.00011180 0.00018090 0.00000000 0.17520000
33 37 0.00000000 0.00000000 -0.23915620 0.22920000
33 38 -0.00004060 0.00002460 0.00000000 0.23380000
33 39 0.00000000 0.00000000 -0.00000520 0.29980000
33 40 0.19172700 -0.11806710 0.00000000 0.30280000
33 41 -0.00237370 0.00135560 0.00000000 0.43200000
33 42 0.00000000 0.00000000 0.16464590 0.46040000
33 43 -0.00010480 -0.00016990 0.00000000 0.54560000
33 44 0.06343060 -0.03920220 0.00000000 0.64610000
33 45 0.00000000 0.00000000 0.00000780 0.65440000
33 46 0.00000000 0.00000000 -0.46947490 0.68200000
33 47 0.00000000 0.00000000 0.00701800 0.68210000
33 48 0.00000000 0.00000000 0.36995470 0.73610000
33 49 0.00000000 0.00000000 0.00117560 0.77110000
33 50 0.13777970 0.22299880 0.00000000 0.82940000
33 51 0.04206960 0.06809080 0.00000000 0.83080000
33 52 -0.15930260 -0.25779110 0.00000000 0.85970000
33 53 0.00000000 0.00000000 -0.00031350 0.89560000
33 54 0.00002160 -0.00001160 0.00000000 0.90740000
33 55 0.00003330 -0.00002160 0.00000000 0.97900000
33 56 0.03470940 0.05618120 0.00000000 1.02610000
33 57 0.00000000 0.00000000 0.00000010 1.03400000
33 58 -0.00003060 0.00001890 0.00000000 1.11490000
33 59 0.00000000 0.00000000 0.00003510 1.19830000
33 60 -0.00001500 0.00001090 0.00000000 1.19950000
33 61 0.00000000 0.00000000 -0.00000170 1.24100000
33 62 0.00000000 0.00000000 0.00000020 1.32590000
33 63 -0.00005460 0.00003450 0.00000000 1.41490000
33 64 -0.03072110 -0.04972180 0.00000000 1.46660000
33 65 0.00000000 0.00000000 -0.44723890 1.48600000
33 66 0.00000000 0.00000000 -0.00548760 1.52180000
33 67 0.00042590 -0.00026490 0.00000000 1.56890000
33 68 0.00000000 0.00000000 0.67948290 1.57180000
33 69 0.00000000 0.00000000 0.02507550 1.66320000
33 70 -0.10398590 -0.16837200 0.00000000 1.71980000
33 71 0.00908200 0.01471290 0.00000000 1.77050000
33 72 -0.03481800 0.02154620 0.00000000 1.79580000
33 73 0.00000000 0.00000000 -0.00000090 1.82370000
33 74 0.00000000 0.00000000 -0.00000260 1.85930000
33 75 0.06743390 0.10902450 0.00000000 1.89660000
33 76 0.00049980 -0.00035070 0.00000000 1.90240000
33 77 0.00022550 0.00036090 0.00000000 1.90340000
33 78 0.00000000 0.00000000 0.00008340 2.01090000
33 79 0.00000000 0.00000000 -0.00000720 2.01260000
33 80 0.00000000 0.00000000 0.00003020 2.07680000
33 81 0.00000000 0.00000000 -0.00022980 2.15810000
33 82 -0.00065950 -0.00106480 0.00000000 2.22490000
33 83 0.00000000 0.00000000 -0.80185320 2.27670000
33 84 0.00000000 0.00000000 0.00019620 2.29470000
33 85 -0.00344110 0.00184660 0.00000000 2.29520000
33 86 0.00000000 0.00000000 0.00000030 2.29610000
33 87 -0.01843130 -0.02989360 0.00000000 2.29640000
33 88 0.00000370 -0.00000000 0.00000000 2.30640000
33 89 0.00002100 0.00003140 0.00000000 2.33530000
33 90 0.00000000 0.00000000 -0.00002720 2.41930000
33 91 0.00000000 0.00000000 -0.00028330 2.47010000
33 92 0.02313980 -0.01430050 0.00000000 2.47880000
33 93 -0.00100260 0.00053980 0.00000000 2.47910000
33 94 0.00000000 0.00000000 -0.00000020 2.54820000
33 95 0.00000000 0.00000000 0.00003760 2.58540000
33 96 0.00000170 0.00000290 0.00000000 2.59840000
33 97 -0.04682660 0.02892630 0.00000000 2.73350000
33 98 0.00000000 0.00000000 -0.00000340 2.76550000
33 99 0.00000000 0.00000000 0.01251620 2.76890000
33 100 0.00000000 0.00000000 -0.00000850 2.78870000
33 101 0.00000000 0.00000000 0.00253780 2.79340000
33 102 0.02242760 -0.01386070 0.00000000 2.79610000
33 103 0.02518360 -0.01554580 0.00000000 2.81170000
33 104 -0.00695890 -0.01130080 0.00000000 2.85540000
33 105 0.00000000 0.00000000 0.01751770 2.89620000
33 106 0.00000000 0.00000000 0.00000150 2.99840000
33 107 0.00000000 0.00000000 -0.00000260 3.07990000
33 108 -0.09308800 -0.15068890 0.00000000 3.10730000
33 109 0.00452460 -0.00169220 0.00000000 3.10760000
33 110 0.00000000 0.00000000 -0.00000050 3.12050000
33 111 0.00000000 0.00000000 -0.00001610 3.13030000
33 112 0.00000000 0.00000000 -0.00002020 3.17810000
33 113 -0.00000700 -0.00001150 0.00000000 3.21330000
33 114 -0.00008800 -0.00013750 0.00000000 3.22590000
33 115 0.00000000 0.00000000 -0.00000080 3.26710000
33 116 0.00008080 0.00013580 0.00000000 3.33350000
33 117 0.00000000 0.00000000 -0.00016490 3.34180000
33 118 0.00000000 0.00000000 -0.01379000 3.35830000
33 119 0.00000000 0.00000000 0.00003240 3.36400000
33 120 -0.00003100 -0.00005220 0.00000000 3.37060000
33 121 0.00000000 0.00000000 0.00038570 3.41690000
33 122 -0.00002460 0.00001380 0.00000000 3.51170000
33 123 0.00000000 0.00000000 -0.58453460 3.53210000
33 124 0.00000460 0.00000960 0.00000000 3.57160000
33 125 0.00030570 -0.00019720 0.00000000 3.57170000
33 126 0.00376370 -0.00233620 0.00000000 3.68160000
33 127 -0.00022320 0.00013830 0.00000000 3.68270000
33 128 -0.00001260 -0.00002120 0.00000000 3.76470000
33 129 0.00000000 0.00000000 0.00002380 3.79740000
33 130 0.00000000 0.00000000 0.00000570 3.80840000
33 131 -0.00004810 0.00002900 0.00000000 3.85760000
33 132 0.00000000 0.00000000 0.03951620 3.87960000
33 133 -0.01113140 0.00686070 0.00000000 3.88510000
33 134 0.00000220 -0.00000110 0.00000000 4.04940000
33 135 0.00002160 0.00003550 0.00000000 4.06650000
33 136 0.00351260 0.00568120 0.00000000 4.08240000
33 137 0.00000000 0.00000000 0.00014910 4.12810000
33 138 0.00000000 0.00000000 0.00001900 4.15620000
33 139 -0.00001090 0.00000740 0.00000000 4.15860000
33 140 0.00000000 0.00000000 -0.00008490 4.35210000
33 141 0.00007470 -0.00004640 0.00000000 4.35590000
33 142 0.00001660 0.00002170 0.00000000 4.37750000
33 143 0.00000000 0.00000000 0.00000350 4.37980000
33 144 0.00014820 0.00024660 0.00000000 4.39270000
33 145 -0.00001490 0.00000870 0.00000000 4.40830000
33 146 0.00000000 0.00000000 -0.00038660 4.40990000
33 147 0.00000000 0.00000000 0.00026410 4.46600000
33 148 -0.00009770 -0.00014950 0.00000000 4.47490000
33 149 0.00000000 0.00000000 -0.00003050 4.51850000
33 150 0.00004270 0.00006410 0.00000000 4.53230000
33 151 -0.00002170 -0.00003290 0.00000000 4.54210000
33 152 -0.00721760 0.00446570 0.00000000 4.57410000
33 153 0.00000000 0.00000000 0.00008800 4.61660000
33 154 0.00001880 -0.00001200 0.00000000 4.64910000
33 155 0.00000000 0.00000000 0.00867430 4.64940000
33 156 0.00002060 0.00003330 0.00000000 4.68720000
33 157 -0.00136920 0.00082990 0.00000000 4.73100000
33 158 -0.00378520 -0.00612910 0.00000000 4.73680000
33 159 0.00000000 0.00000000 0.00486690 4.75550000
33 160 0.00008080 -0.00005030 0.00000000 4.79210000
33 161 0.00798480 -0.00496860 0.00000000 4.81000000
33 162 -0.03675570 -0.05940740 0.00000000 4.83530000
33 163 -0.02578750 0.01593730 0.00000000 4.85610000
33 164 0.00000000 0.00000000 -0.00000130 4.88420000
33 165 0.00000000 0.00000000 0.00000020 4.91340000
33 166 -0.02958590 0.01827890 0.00000000 4.92360000
33 167 0.00005540 0.00008310 0.00000000 4.92480000
33 168 0.00000000 0.00000000 0.00001800 4.93280000
33 169 0.00007010 -0.00004380 0.00000000 4.97780000
33 170 -0.00017290 -0.00027890 0.00000000 4.99920000
33 171 -0.07590260 -0.12282250 0.00000000 5.01190000
33 172 0.01185180 0.01918160 0.00000000 5.01210000
33 173 0.00004060 -0.00002690 0.00000000 5.02540000
33 174 0.00000000 0.00000000 0.00001650 5.06460000
33 175 -0.06301950 0.03893160 0.00000000 5.14890000
33 176 0.00001570 0.00002040 0.00000000 5.17220000
33 177 0.00000000 0.00000000 0.00968230 5.18770000
33 178 0.00003210 -0.00001980 0.00000000 5.26120000
33 179 0.00000000 0.00000000 -0.00000190 5.31820000
33 180 0.00000000 0.00000000 -0.00001380 5.35720000
33 181 -0.00313170 -0.00506200 0.00000000 5.36480000
33 182 0.00000000 0.00000000 -0.00000090 5.37520000
33 183 0.01516810 -0.00937090 0.00000000 5.41550000
33 184 0.00002970 -0.00001850 0.00000000 5.45770000
33 185 0.00000000 0.00000000 0.00004240 5.46750000
33 186 -0.00001280 0.00000980 0.00000000 5.51730000
33 187 0.00000000 0.00000000 0.00317270 5.52560000
33 188 0.00000000 0.00000000 -0.17670290 5.54270000
33 189 -0.00512320 -0.00829710 0.00000000 5.54540000
33 190 0.00000000 0.00000000 0.00005230 5.59880000
33 191 0.00007670 -0.00004750 0.00000000 5.61400000
33 192 0.00000000 0.00000000 -0.00002150 5.65250000
33 193 -0.17966420 0.11097560 0.00000000 5.68090000
33 194 0.00590270 0.00952840 0.00000000 5.69770000
33 195 0.00000000 0.00000000 -0.00000730 5.69990000
33 196 0.00006600 -0.00004500 0.00000000 5.70780000
33 197 0.00004120 0.00006660 0.00000000 5.71720000
